user_id,group,satisfaction_score
user_006342,treatment,71.62
user_006343,treatment,89.27
user_006344,treatment,67.12
user_006345,treatment,86.68
user_006346,treatment,77.22
user_006347,treatment,81.6
user_006348,treatment,77.29
user_006349,treatment,85.22
user_006350,treatment,45.11
user_006351,treatment,59.45
user_006352,treatment,82.41
user_006353,treatment,51.66
user_006354,treatment,70.57
user_006355,treatment,76.52
user_006356,treatment,66.85
user_006357,treatment,68.56
user_006358,treatment,80.59
user_006359,treatment,89.82
user_006360,treatment,65.22
user_006361,treatment,70.01
user_006362,treatment,68.06
user_006363,treatment,46.93
user_006364,treatment,78.97
user_006365,treatment,88.88
user_006366,treatment,89.91
user_006367,treatment,66.32
user_006368,treatment,61.55
user_006369,treatment,77.47
user_006370,treatment,87.57
user_006371,treatment,79.14
user_006372,treatment,80.82
user_006373,treatment,91.47
user_006374,treatment,67.96
user_006375,treatment,74.45
user_006376,treatment,97.63
user_006377,treatment,74.74
user_006378,treatment,61.36
user_006379,treatment,68.83
user_006380,treatment,65.47
user_006381,treatment,81.66
user_006382,treatment,66.0
user_006383,treatment,80.59
user_006384,treatment,68.0
user_006385,treatment,50.66
user_006386,treatment,81.03
user_006387,treatment,79.06
user_006388,treatment,83.67
user_006389,treatment,68.79
user_006390,treatment,67.46
user_006391,treatment,82.22
user_006392,treatment,96.19
user_006393,treatment,77.34
user_006394,treatment,82.51
user_006395,treatment,73.18
user_006396,treatment,57.9
user_006397,treatment,89.29
user_006398,treatment,88.56
user_006399,treatment,86.08
user_006400,treatment,74.93
user_006401,treatment,84.66
user_006402,treatment,88.37
user_006403,treatment,97.45
user_006404,treatment,89.56
user_006405,treatment,78.0
user_006406,treatment,60.85
user_006407,treatment,79.15
user_006408,treatment,80.41
user_006409,treatment,86.06
user_006410,treatment,94.12
user_006411,treatment,76.01
user_006412,treatment,103.46
user_006413,treatment,55.21
user_006414,treatment,82.44
user_006415,treatment,67.22
user_006416,treatment,53.36
user_006417,treatment,74.68
user_006418,treatment,58.99
user_006419,treatment,75.18
user_006420,treatment,77.63
user_006421,treatment,91.18
user_006422,treatment,58.36
user_006423,treatment,88.56
user_006424,treatment,78.43
user_006425,treatment,90.06
user_006426,treatment,71.8
user_006427,treatment,60.55
user_006428,treatment,61.98
user_006429,treatment,61.05
user_006430,treatment,83.17
user_006431,treatment,95.66
user_006432,treatment,70.14
user_006433,treatment,85.06
user_006434,treatment,58.16
user_006435,treatment,79.45
user_006436,treatment,85.56
user_006437,treatment,59.1
user_006438,treatment,74.65
user_006439,treatment,86.15
user_006440,treatment,40.53
user_006441,treatment,93.89
user_006442,treatment,81.62
user_006443,treatment,86.16
user_006444,treatment,72.04
user_006445,treatment,55.67
user_006446,treatment,83.88
user_006447,treatment,76.17
user_006448,treatment,77.6
user_006449,treatment,90.8
user_006450,treatment,86.73
user_006451,treatment,101.22
user_006452,treatment,79.12
user_006453,treatment,68.56
user_006454,treatment,74.84
user_006455,treatment,82.4
user_006456,treatment,89.9
user_006457,treatment,58.86
user_006458,treatment,77.31
user_006459,treatment,97.32
user_006460,treatment,74.2
user_006461,treatment,88.84
user_006462,treatment,83.36
user_006463,treatment,89.15
user_006464,treatment,67.08
user_006465,treatment,67.13
user_006466,treatment,77.45
user_006467,treatment,58.05
user_006468,treatment,73.83
user_006469,treatment,80.36
user_006470,treatment,99.51
user_006471,treatment,82.23
user_006472,treatment,85.02
user_006473,treatment,91.76
user_006474,treatment,65.14
user_006475,treatment,75.14
user_006476,treatment,107.52
user_006477,treatment,76.21
user_006478,treatment,91.16
user_006479,treatment,89.25
user_006480,treatment,58.72
user_006481,treatment,81.08
user_006482,treatment,79.03
user_006483,treatment,81.32
user_006484,treatment,67.77
user_006485,treatment,63.24
user_006486,treatment,71.25
user_006487,treatment,75.98
user_006488,treatment,92.01
user_006489,treatment,99.92
user_006490,treatment,94.66
user_006491,treatment,87.95
user_006492,treatment,64.65
user_006493,treatment,72.09
user_006494,treatment,79.82
user_006495,treatment,69.29
user_006496,treatment,84.42
user_006497,treatment,86.21
user_006498,treatment,83.9
user_006499,treatment,90.01
user_006500,treatment,65.89
user_006501,treatment,88.86
user_006502,treatment,68.5
user_006503,treatment,65.44
user_006504,treatment,83.85
user_006505,treatment,92.4
user_006506,treatment,83.3
user_006507,treatment,77.46
user_006508,treatment,81.08
user_006509,treatment,78.91
user_006510,treatment,63.13
user_006511,treatment,61.67
user_006512,treatment,76.21
user_006513,treatment,78.2
user_006514,treatment,77.34
user_006515,treatment,85.65
user_006516,treatment,74.51
user_006517,treatment,84.24
user_006518,treatment,75.39
user_006519,treatment,99.99
user_006520,treatment,78.21
user_006521,treatment,106.46
user_006522,treatment,81.6
user_006523,treatment,74.53
user_006524,treatment,65.96
user_006525,treatment,59.16
user_006526,treatment,64.81
user_006527,treatment,66.2
user_006528,treatment,82.14
user_006529,treatment,70.62
user_006530,treatment,79.54
user_006531,treatment,93.22
user_006532,treatment,76.1
user_006533,treatment,103.19
user_006534,treatment,62.5
user_006535,treatment,75.32
user_006536,treatment,70.46
user_006537,treatment,88.91
user_006538,treatment,49.2
user_006539,treatment,59.16
user_006540,treatment,75.86
user_006541,treatment,96.59
user_006542,treatment,80.02
user_006543,treatment,60.31
user_006544,treatment,62.24
user_006545,treatment,98.11
user_006546,treatment,69.44
user_006547,treatment,65.41
user_006548,treatment,95.67
user_006549,treatment,89.84
user_006550,treatment,93.13
user_006551,treatment,65.32
user_006552,treatment,58.14
user_006553,treatment,78.86
user_006554,treatment,81.39
user_006555,treatment,81.76
user_006556,treatment,95.68
user_006557,treatment,55.53
user_006558,treatment,87.95
user_006559,treatment,63.49
user_006560,treatment,87.9
user_006561,treatment,71.26
user_006562,treatment,67.03
user_006563,treatment,69.58
user_006564,treatment,59.13
user_006565,treatment,77.71
user_006566,treatment,67.54
user_006567,treatment,87.03
user_006568,treatment,85.2
user_006569,treatment,98.3
user_006570,treatment,81.78
user_006571,treatment,83.71
user_006572,treatment,94.7
user_006573,treatment,69.35
user_006574,treatment,58.6
user_006575,treatment,79.7
user_006576,treatment,59.42
user_006577,treatment,107.87
user_006578,treatment,95.39
user_006579,treatment,104.25
user_006580,treatment,77.98
user_006581,treatment,84.08
user_006582,treatment,71.46
user_006583,treatment,88.24
user_006584,treatment,62.01
user_006585,treatment,45.41
user_006586,treatment,67.32
user_006587,treatment,59.01
user_006588,treatment,95.67
user_006589,treatment,99.9
user_006590,treatment,59.66
user_006591,treatment,93.35
user_006592,treatment,89.09
user_006593,treatment,57.58
user_006594,treatment,72.32
user_006595,treatment,69.95
user_006596,treatment,86.55
user_006597,treatment,61.84
user_006598,treatment,75.96
user_006599,treatment,68.63
user_006600,treatment,83.12
user_006601,treatment,74.49
user_006602,treatment,70.51
user_006603,treatment,74.53
user_006604,treatment,102.65
user_006605,treatment,71.99
user_006606,treatment,64.19
user_006607,treatment,84.49
user_006608,treatment,75.41
user_006609,treatment,59.51
user_006610,treatment,105.09
user_006611,treatment,72.79
user_006612,treatment,72.48
user_006613,treatment,79.2
user_006614,treatment,98.83
user_006615,treatment,56.2
user_006616,treatment,80.65
user_006617,treatment,103.29
user_006618,treatment,78.81
user_006619,treatment,61.76
user_006620,treatment,69.47
user_006621,treatment,79.79
user_006622,treatment,93.84
user_006623,treatment,72.96
user_006624,treatment,87.53
user_006625,treatment,59.26
user_006626,treatment,59.15
user_006627,treatment,71.16
user_006628,treatment,95.18
user_006629,treatment,78.06
user_006630,treatment,80.82
user_006631,treatment,80.68
user_006632,treatment,91.07
user_006633,treatment,69.57
user_006634,treatment,85.8
user_006635,treatment,66.81
user_006636,treatment,101.99
user_006637,treatment,67.2
user_006638,treatment,66.17
user_006639,treatment,84.07
user_006640,treatment,78.2
user_006641,treatment,81.29
user_006642,treatment,80.04
user_006643,treatment,63.57
user_006644,treatment,97.37
user_006645,treatment,88.37
user_006646,treatment,94.19
user_006647,treatment,70.6
user_006648,treatment,82.41
user_006649,treatment,79.67
user_006650,treatment,91.3
user_006651,treatment,91.7
user_006652,treatment,79.61
user_006653,treatment,58.23
user_006654,treatment,99.45
user_006655,treatment,84.15
user_006656,treatment,69.59
user_006657,treatment,82.28
user_006658,treatment,58.31
user_006659,treatment,90.39
user_006660,treatment,58.81
user_006661,treatment,74.44
user_006662,treatment,80.26
user_006663,treatment,90.19
user_006664,treatment,78.53
user_006665,treatment,85.14
user_006666,treatment,76.85
user_006667,treatment,76.8
user_006668,treatment,78.27
user_006669,treatment,74.84
user_006670,treatment,56.12
user_006671,treatment,67.6
user_006672,treatment,80.26
user_006673,treatment,74.09
user_006674,treatment,75.25
user_006675,treatment,73.16
user_006676,treatment,66.41
user_006677,treatment,71.04
user_006678,treatment,73.36
user_006679,treatment,77.26
user_006680,treatment,82.12
user_006681,treatment,74.94
user_006682,treatment,64.33
user_006683,treatment,59.72
user_006684,treatment,109.67
user_006685,treatment,63.08
user_006686,treatment,70.72
user_006687,treatment,83.66
user_006688,treatment,81.71
user_006689,treatment,83.71
user_006690,treatment,71.67
user_006691,treatment,80.18
user_006692,treatment,77.97
user_006693,treatment,73.3
user_006694,treatment,80.27
user_006695,treatment,90.39
user_006696,treatment,76.92
user_006697,treatment,77.01
user_006698,treatment,90.55
user_006699,treatment,89.22
user_006700,treatment,97.0
user_006701,treatment,55.25
user_006702,treatment,88.51
user_006703,treatment,84.72
user_006704,treatment,66.13
user_006705,treatment,80.34
user_006706,treatment,90.34
user_006707,treatment,66.84
user_006708,treatment,82.73
user_006709,treatment,88.09
user_006710,treatment,63.81
user_006711,treatment,75.42
user_006712,treatment,80.96
user_006713,treatment,67.25
user_006714,treatment,66.21
user_006715,treatment,75.51
user_006716,treatment,87.22
user_006717,treatment,85.25
user_006718,treatment,66.43
user_006719,treatment,85.35
user_006720,treatment,66.75
user_006721,treatment,57.07
user_006722,treatment,72.61
user_006723,treatment,91.24
user_006724,treatment,85.4
user_006725,treatment,77.18
user_006726,treatment,71.99
user_006727,treatment,72.33
user_006728,treatment,78.56
user_006729,treatment,63.84
user_006730,treatment,72.85
user_006731,treatment,74.51
user_006732,treatment,60.31
user_006733,treatment,66.72
user_006734,treatment,82.33
user_006735,treatment,77.32
user_006736,treatment,73.34
user_006737,treatment,65.81
user_006738,treatment,96.91
user_006739,treatment,66.73
user_006740,treatment,80.34
user_006741,treatment,71.1
user_006742,treatment,77.65
user_006743,treatment,82.92
user_006744,treatment,60.07
user_006745,treatment,77.12
user_006746,treatment,92.08
user_006747,treatment,99.22
user_006748,treatment,75.57
user_006749,treatment,77.72
user_006750,treatment,104.84
user_006751,treatment,91.39
user_006752,treatment,69.48
user_006753,treatment,69.46
user_006754,treatment,89.16
user_006755,treatment,64.56
user_006756,treatment,90.8
user_006757,treatment,81.38
user_006758,treatment,83.67
user_006759,treatment,73.99
user_006760,treatment,69.33
user_006761,treatment,95.47
user_006762,treatment,74.12
user_006763,treatment,72.06
user_006764,treatment,76.2
user_006765,treatment,79.61
user_006766,treatment,64.31
user_006767,treatment,70.14
user_006768,treatment,69.47
user_006769,treatment,87.77
user_006770,treatment,66.13
user_006771,treatment,55.25
user_006772,treatment,52.61
user_006773,treatment,58.82
user_006774,treatment,94.22
user_006775,treatment,77.4
user_006776,treatment,83.47
user_006777,treatment,83.91
user_006778,treatment,77.9
user_006779,treatment,76.27
user_006780,treatment,90.26
user_006781,treatment,79.02
user_006782,treatment,94.69
user_006783,treatment,84.96
user_006784,treatment,69.48
user_006785,treatment,70.99
user_006786,treatment,68.11
user_006787,treatment,92.42
user_006788,treatment,72.14
user_006789,treatment,67.22
user_006790,treatment,81.2
user_006791,treatment,75.99
user_006792,treatment,80.88
user_006793,treatment,100.82
user_006794,treatment,88.61
user_006795,treatment,77.54
user_006796,treatment,59.59
user_006797,treatment,70.95
user_006798,treatment,86.09
user_006799,treatment,62.56
user_006800,treatment,103.96
user_006801,treatment,77.38
user_006802,treatment,77.81
user_006803,treatment,68.87
user_006804,treatment,83.41
user_006805,treatment,62.72
user_006806,treatment,104.26
user_006807,treatment,93.67
user_006808,treatment,89.5
user_006809,treatment,59.82
user_006810,treatment,79.77
user_006811,treatment,92.31
user_006812,treatment,84.61
user_006813,treatment,64.67
user_006814,treatment,69.07
user_006815,treatment,71.55
user_006816,treatment,69.66
user_006817,treatment,96.31
user_006818,treatment,53.19
user_006819,treatment,85.4
user_006820,treatment,61.05
user_006821,treatment,65.18
user_006822,treatment,52.08
user_006823,treatment,70.34
user_006824,treatment,96.08
user_006825,treatment,80.51
user_006826,treatment,62.22
user_006827,treatment,89.91
user_006828,treatment,92.59
user_006829,treatment,78.5
user_006830,treatment,102.63
user_006831,treatment,87.47
user_006832,treatment,85.73
user_006833,treatment,67.16
user_006834,treatment,85.04
user_006835,treatment,79.91
user_006836,treatment,83.7
user_006837,treatment,68.64
user_006838,treatment,78.8
user_006839,treatment,66.99
user_006840,treatment,50.36
user_006841,treatment,89.68
user_006842,treatment,58.42
user_006843,treatment,78.54
user_006844,treatment,81.36
user_006845,treatment,81.28
user_006846,treatment,73.66
user_006847,treatment,80.59
user_006848,treatment,83.09
user_006849,treatment,86.39
user_006850,treatment,98.87
user_006851,treatment,80.13
user_006852,treatment,78.0
user_006853,treatment,65.87
user_006854,treatment,82.65
user_006855,treatment,85.54
user_006856,treatment,74.8
user_006857,treatment,84.01
user_006858,treatment,73.54
user_006859,treatment,85.59
user_006860,treatment,88.61
user_006861,treatment,88.43
user_006862,treatment,78.67
user_006863,treatment,64.2
user_006864,treatment,69.55
user_006865,treatment,84.64
user_006866,treatment,107.81
user_006867,treatment,72.94
user_006868,treatment,82.9
user_006869,treatment,70.25
user_006870,treatment,65.03
user_006871,treatment,68.75
user_006872,treatment,51.17
user_006873,treatment,94.12
user_006874,treatment,49.32
user_006875,treatment,73.9
user_006876,treatment,62.47
user_006877,treatment,66.15
user_006878,treatment,94.41
user_006879,treatment,79.71
user_006880,treatment,65.13
user_006881,treatment,69.83
user_006882,treatment,67.63
user_006883,treatment,76.66
user_006884,treatment,79.36
user_006885,treatment,100.89
user_006886,treatment,53.25
user_006887,treatment,76.76
user_006888,treatment,73.26
user_006889,treatment,89.03
user_006890,treatment,81.64
user_006891,treatment,84.58
user_006892,treatment,81.51
user_006893,treatment,65.55
user_006894,treatment,92.34
user_006895,treatment,87.18
user_006896,treatment,88.64
user_006897,treatment,93.0
user_006898,treatment,82.42
user_006899,treatment,95.71
user_006900,treatment,81.92
user_006901,treatment,74.46
user_006902,treatment,77.12
user_006903,treatment,76.9
user_006904,treatment,70.71
user_006905,treatment,97.6
user_006906,treatment,80.9
user_006907,treatment,78.38
user_006908,treatment,82.05
user_006909,treatment,114.45
user_006910,treatment,63.05
user_006911,treatment,66.64
user_006912,treatment,59.94
user_006913,treatment,74.29
user_006914,treatment,80.27
user_006915,treatment,71.38
user_006916,treatment,70.45
user_006917,treatment,78.98
user_006918,treatment,70.92
user_006919,treatment,81.08
user_006920,treatment,91.13
user_006921,treatment,85.66
user_006922,treatment,88.21
user_006923,treatment,90.77
user_006924,treatment,80.74
user_006925,treatment,75.22
user_006926,treatment,67.55
user_006927,treatment,72.31
user_006928,treatment,70.65
user_006929,treatment,86.35
user_006930,treatment,81.53
user_006931,treatment,85.91
user_006932,treatment,62.7
user_006933,treatment,95.1
user_006934,treatment,71.86
user_006935,treatment,63.45
user_006936,treatment,71.71
user_006937,treatment,108.25
user_006938,treatment,72.35
user_006939,treatment,73.14
user_006940,treatment,74.8
user_006941,treatment,75.34
user_006942,treatment,67.43
user_006943,treatment,78.99
user_006944,treatment,90.64
user_006945,treatment,81.13
user_006946,treatment,63.31
user_006947,treatment,72.9
user_006948,treatment,70.31
user_006949,treatment,77.86
user_006950,treatment,93.83
user_006951,treatment,75.34
user_006952,treatment,76.1
user_006953,treatment,99.42
user_006954,treatment,88.15
user_006955,treatment,84.38
user_006956,treatment,101.68
user_006957,treatment,83.32
user_006958,treatment,52.37
user_006959,treatment,87.61
user_006960,treatment,57.3
user_006961,treatment,82.85
user_006962,treatment,55.78
user_006963,treatment,71.36
user_006964,treatment,72.65
user_006965,treatment,67.57
user_006966,treatment,72.84
user_006967,treatment,90.11
user_006968,treatment,68.28
user_006969,treatment,84.01
user_006970,treatment,65.13
user_006971,treatment,74.83
user_006972,treatment,81.25
user_006973,treatment,64.74
user_006974,treatment,60.8
user_006975,treatment,83.35
user_006976,treatment,91.24
user_006977,treatment,76.21
user_006978,treatment,71.48
user_006979,treatment,79.15
user_006980,treatment,77.89
user_006981,treatment,80.24
user_006982,treatment,45.6
user_006983,treatment,63.84
user_006984,treatment,66.63
user_006985,treatment,79.09
user_006986,treatment,79.52
user_006987,treatment,85.15
user_006988,treatment,80.42
user_006989,treatment,60.94
user_006990,treatment,95.29
user_006991,treatment,93.1
user_006992,treatment,61.47
user_006993,treatment,81.36
user_006994,treatment,69.76
user_006995,treatment,78.94
user_006996,treatment,90.37
user_006997,treatment,103.83
user_006998,treatment,86.59
user_006999,treatment,80.89
user_007000,treatment,72.95
user_007001,treatment,79.48
user_007002,treatment,94.2
user_007003,treatment,76.64
user_007004,treatment,66.12
user_007005,treatment,56.95
user_007006,treatment,83.61
user_007007,treatment,80.29
user_007008,treatment,69.13
user_007009,treatment,90.03
user_007010,treatment,71.93
user_007011,treatment,75.52
user_007012,treatment,76.99
user_007013,treatment,72.81
user_007014,treatment,80.15
user_007015,treatment,91.59
user_007016,treatment,62.92
user_007017,treatment,83.31
user_007018,treatment,79.35
user_007019,treatment,79.12
user_007020,treatment,88.1
user_007021,treatment,77.82
user_007022,treatment,83.2
user_007023,treatment,86.15
user_007024,treatment,70.9
user_007025,treatment,80.94
user_007026,treatment,74.07
user_007027,treatment,75.54
user_007028,treatment,73.17
user_007029,treatment,83.09
user_007030,treatment,78.22
user_007031,treatment,82.13
user_007032,treatment,76.98
user_007033,treatment,57.15
user_007034,treatment,77.59
user_007035,treatment,77.99
user_007036,treatment,80.23
user_007037,treatment,69.78
user_007038,treatment,62.26
user_007039,treatment,85.01
user_007040,treatment,73.78
user_007041,treatment,79.34
user_007042,treatment,73.68
user_007043,treatment,77.12
user_007044,treatment,71.58
user_007045,treatment,65.1
user_007046,treatment,83.12
user_007047,treatment,69.66
user_007048,treatment,79.25
user_007049,treatment,82.33
user_007050,treatment,69.86
user_007051,treatment,62.15
user_007052,treatment,107.53
user_007053,treatment,70.6
user_007054,treatment,84.99
user_007055,treatment,101.44
user_007056,treatment,87.07
user_007057,treatment,73.44
user_007058,treatment,76.36
user_007059,treatment,66.79
user_007060,treatment,88.22
user_007061,treatment,84.28
user_007062,treatment,70.77
user_007063,treatment,64.17
user_007064,treatment,60.68
user_007065,treatment,89.53
user_007066,treatment,78.7
user_007067,treatment,79.89
user_007068,treatment,66.91
user_007069,treatment,58.91
user_007070,treatment,89.23
user_007071,treatment,77.73
user_007072,treatment,88.54
user_007073,treatment,72.38
user_007074,treatment,74.24
user_007075,treatment,86.12
user_007076,treatment,86.35
user_007077,treatment,87.17
user_007078,treatment,73.51
user_007079,treatment,84.88
user_007080,treatment,91.06
user_007081,treatment,75.89
user_007082,treatment,70.78
user_007083,treatment,93.98
user_007084,treatment,69.02
user_007085,treatment,85.07
user_007086,treatment,76.47
user_007087,treatment,54.18
user_007088,treatment,91.31
user_007089,treatment,42.73
user_007090,treatment,52.4
user_007091,treatment,83.79
user_007092,treatment,83.79
user_007093,treatment,69.23
user_007094,treatment,79.05
user_007095,treatment,45.56
user_007096,treatment,86.04
user_007097,treatment,80.32
user_007098,treatment,76.63
user_007099,treatment,77.46
user_007100,treatment,83.37
user_007101,treatment,76.84
user_007102,treatment,53.77
user_007103,treatment,104.65
user_007104,treatment,92.21
user_007105,treatment,61.14
user_007106,treatment,72.89
user_007107,treatment,74.25
user_007108,treatment,90.69
user_007109,treatment,50.21
user_007110,treatment,70.96
user_007111,treatment,55.19
user_007112,treatment,73.64
user_007113,treatment,71.29
user_007114,treatment,78.2
user_007115,treatment,69.64
user_007116,treatment,67.81
user_007117,treatment,84.95
user_007118,treatment,82.88
user_007119,treatment,84.09
user_007120,treatment,74.99
user_007121,treatment,70.05
user_007122,treatment,75.71
user_007123,treatment,83.46
user_007124,treatment,49.99
user_007125,treatment,82.13
user_007126,treatment,81.06
user_007127,treatment,77.98
user_007128,treatment,75.33
user_007129,treatment,45.12
user_007130,treatment,71.7
user_007131,treatment,99.57
user_007132,treatment,77.36
user_007133,treatment,73.36
user_007134,treatment,77.41
user_007135,treatment,81.63
user_007136,treatment,85.44
user_007137,treatment,74.34
user_007138,treatment,82.51
user_007139,treatment,98.16
user_007140,treatment,89.78
user_007141,treatment,106.45
user_007142,treatment,68.99
user_007143,treatment,98.15
user_007144,treatment,67.32
user_007145,treatment,81.62
user_007146,treatment,86.36
user_007147,treatment,70.82
user_007148,treatment,78.3
user_007149,treatment,88.58
user_007150,treatment,68.32
user_007151,treatment,98.07
user_007152,treatment,59.89
user_007153,treatment,101.45
user_007154,treatment,89.72
user_007155,treatment,76.08
user_007156,treatment,72.17
user_007157,treatment,70.86
user_007158,treatment,75.5
user_007159,treatment,76.59
user_007160,treatment,92.89
user_007161,treatment,101.81
user_007162,treatment,79.69
user_007163,treatment,66.63
user_007164,treatment,70.38
user_007165,treatment,74.91
user_007166,treatment,64.32
user_007167,treatment,62.46
user_007168,treatment,103.41
user_007169,treatment,80.98
user_007170,treatment,66.79
user_007171,treatment,87.41
user_007172,treatment,62.47
user_007173,treatment,63.5
user_007174,treatment,67.16
user_007175,treatment,97.88
user_007176,treatment,74.04
user_007177,treatment,46.68
user_007178,treatment,92.33
user_007179,treatment,73.37
user_007180,treatment,54.08
user_007181,treatment,73.24
user_007182,treatment,83.71
user_007183,treatment,82.25
user_007184,treatment,99.68
user_007185,treatment,66.54
user_007186,treatment,77.78
user_007187,treatment,68.46
user_007188,treatment,57.92
user_007189,treatment,88.27
user_007190,treatment,82.99
user_007191,treatment,80.75
user_007192,treatment,82.53
user_007193,treatment,68.63
user_007194,treatment,64.63
user_007195,treatment,77.67
user_007196,treatment,91.72
user_007197,treatment,97.3
user_007198,treatment,87.14
user_007199,treatment,77.56
user_007200,treatment,80.57
user_007201,treatment,77.34
user_007202,treatment,64.38
user_007203,treatment,77.51
user_007204,treatment,60.51
user_007205,treatment,75.65
user_007206,treatment,97.65
user_007207,treatment,87.49
user_007208,treatment,65.66
user_007209,treatment,76.29
user_007210,treatment,66.77
user_007211,treatment,76.42
user_007212,treatment,90.21
user_007213,treatment,85.36
user_007214,treatment,108.25
user_007215,treatment,92.11
user_007216,treatment,79.75
user_007217,treatment,85.66
user_007218,treatment,74.67
user_007219,treatment,63.11
user_007220,treatment,93.52
user_007221,treatment,89.81
user_007222,treatment,74.19
user_007223,treatment,80.62
user_007224,treatment,92.71
user_007225,treatment,87.78
user_007226,treatment,58.91
user_007227,treatment,80.25
user_007228,treatment,75.1
user_007229,treatment,91.11
user_007230,treatment,90.09
user_007231,treatment,93.68
user_007232,treatment,63.23
user_007233,treatment,67.4
user_007234,treatment,91.13
user_007235,treatment,69.8
user_007236,treatment,58.18
user_007237,treatment,83.86
user_007238,treatment,70.36
user_007239,treatment,99.57
user_007240,treatment,80.9
user_007241,treatment,79.2
user_007242,treatment,72.58
user_007243,treatment,97.09
user_007244,treatment,81.68
user_007245,treatment,72.09
user_007246,treatment,67.27
user_007247,treatment,76.28
user_007248,treatment,64.98
user_007249,treatment,90.06
user_007250,treatment,54.6
user_007251,treatment,75.46
user_007252,treatment,84.83
user_007253,treatment,81.48
user_007254,treatment,68.23
user_007255,treatment,85.45
user_007256,treatment,66.12
user_007257,treatment,76.92
user_007258,treatment,85.35
user_007259,treatment,82.99
user_007260,treatment,68.76
user_007261,treatment,92.17
user_007262,treatment,78.28
user_007263,treatment,86.49
user_007264,treatment,96.31
user_007265,treatment,91.17
user_007266,treatment,91.2
user_007267,treatment,79.61
user_007268,treatment,87.12
user_007269,treatment,79.87
user_007270,treatment,62.08
user_007271,treatment,80.98
user_007272,treatment,80.4
user_007273,treatment,84.5
user_007274,treatment,75.6
user_007275,treatment,67.68
user_007276,treatment,85.41
user_007277,treatment,60.78
user_007278,treatment,95.44
user_007279,treatment,74.31
user_007280,treatment,80.27
user_007281,treatment,84.18
user_007282,treatment,84.58
user_007283,treatment,59.59
user_007284,treatment,87.5
user_007285,treatment,80.99
user_007286,treatment,69.26
user_007287,treatment,67.83
user_007288,treatment,73.02
user_007289,treatment,60.97
user_007290,treatment,98.73
user_007291,treatment,95.78
user_007292,treatment,82.85
user_007293,treatment,74.41
user_007294,treatment,74.74
user_007295,treatment,86.68
user_007296,treatment,99.17
user_007297,treatment,70.07
user_007298,treatment,63.23
user_007299,treatment,96.55
user_007300,treatment,54.86
user_007301,treatment,64.59
user_007302,treatment,74.11
user_007303,treatment,57.69
user_007304,treatment,91.1
user_007305,treatment,87.91
user_007306,treatment,70.02
user_007307,treatment,93.2
user_007308,treatment,95.32
user_007309,treatment,75.79
user_007310,treatment,71.57
user_007311,treatment,105.45
user_007312,treatment,86.21
user_007313,treatment,80.4
user_007314,treatment,94.24
user_007315,treatment,80.97
user_007316,treatment,70.88
user_007317,treatment,78.2
user_007318,treatment,90.18
user_007319,treatment,52.3
user_007320,treatment,73.6
user_007321,treatment,94.49
user_007322,treatment,70.8
user_007323,treatment,96.53
user_007324,treatment,94.88
user_007325,treatment,76.38
user_007326,treatment,70.09
user_007327,treatment,73.61
user_007328,treatment,110.51
user_007329,treatment,100.63
user_007330,treatment,78.77
user_007331,treatment,69.6
user_007332,treatment,78.66
user_007333,treatment,80.25
user_007334,treatment,61.66
user_007335,treatment,78.2
user_007336,treatment,93.73
user_007337,treatment,54.71
user_007338,treatment,87.53
user_007339,treatment,94.38
user_007340,treatment,70.19
user_007341,treatment,98.38
user_007342,treatment,68.57
user_007343,treatment,82.71
user_007344,treatment,73.37
user_007345,treatment,73.36
user_007346,treatment,69.48
user_007347,treatment,85.93
user_007348,treatment,87.81
user_007349,treatment,76.39
user_007350,treatment,60.2
user_007351,treatment,82.24
user_007352,treatment,82.48
user_007353,treatment,74.49
user_007354,treatment,100.54
user_007355,treatment,57.65
user_007356,treatment,49.48
user_007357,treatment,68.06
user_007358,treatment,86.08
user_007359,treatment,64.0
user_007360,treatment,64.94
user_007361,treatment,89.09
user_007362,treatment,82.98
user_007363,treatment,81.91
user_007364,treatment,86.97
user_007365,treatment,71.89
user_007366,treatment,72.46
user_007367,treatment,87.32
user_007368,treatment,60.39
user_007369,treatment,50.42
user_007370,treatment,71.78
user_007371,treatment,88.84
user_007372,treatment,80.39
user_007373,treatment,87.92
user_007374,treatment,52.0
user_007375,treatment,81.14
user_007376,treatment,85.37
user_007377,treatment,60.32
user_007378,treatment,87.98
user_007379,treatment,75.81
user_007380,treatment,115.59
user_007381,treatment,49.98
user_007382,treatment,94.31
user_007383,treatment,72.27
user_007384,treatment,56.99
user_007385,treatment,70.61
user_007386,treatment,80.67
user_007387,treatment,90.17
user_007388,treatment,98.72
user_007389,treatment,94.97
user_007390,treatment,65.13
user_007391,treatment,91.33
user_007392,treatment,82.09
user_007393,treatment,69.02
user_007394,treatment,74.55
user_007395,treatment,68.33
user_007396,treatment,77.66
user_007397,treatment,68.08
user_007398,treatment,64.35
user_007399,treatment,83.19
user_007400,treatment,85.06
user_007401,treatment,74.86
user_007402,treatment,94.3
user_007403,treatment,73.94
user_007404,treatment,73.42
user_007405,treatment,85.46
user_007406,treatment,75.54
user_007407,treatment,78.26
user_007408,treatment,45.69
user_007409,treatment,77.41
user_007410,treatment,54.36
user_007411,treatment,61.94
user_007412,treatment,60.51
user_007413,treatment,64.17
user_007414,treatment,70.34
user_007415,treatment,71.12
user_007416,treatment,85.5
